stop_name,unique_route_count
Pont du Rhône,1
Pont-Céard,5
Pont-Saint-Esprit,1
Pont-Saint-Vincent,1
Pont-d'Ain,1
Pont-de-Beauvoisin,4
Pont-de-Claix l'Étoile,2
Pont-de-Dore,1
Pont-de-Drapel,1
Pont-de-Rungis Aéroport d'Orly,1
Pont-de-Veyle,1
Pont-du-Château,1
Pont-sur-Yonne,6
Pont-à-Mousson,3
Pontanevaux,4
Pontarlier,4
Pontcharra - Saint-Forgeux,2
Pontcharra-sur-Bréda-Allevard,3
Ponte Tresa,1
Pontenet,1
Pontmort,2
Pontresina,4
Porrentruy,6
Porto Valtravaglia,1
Poschiavo,3
Pougny-Chancy,2
Pougues-les-Eaux,2
Pouilly-sur-Loire,2
Pouxeux,2
Praha hl. n.,1
Pratteln,3
Pratteln Salina Raurica,1
Preda,3
Preglia,1
Prestinone,1
Prilly-Chasseur,1
Prilly-Malley,5
Pringy (Haute-Savoie),2
Provenchères-sur-Fave,1
Prunay,5
Pré-Petitjean,1
Prélaz-sur-Blonay,1
Prélionne,1
Puidoux,6
Pully,5
Pully-Nord,5
Punt Muragl,1
Punt Muragl Staz,2
Puybrun,1
Quartino,1
Quimper,2
Quincieux,2
RODANGE (FR),1
Rabius-Surrein,3
Radolfzell,3
Raedersheim,2
Rafz,3
Rammingen (Württ),1
Ramsei,3
Ranchot,1
Randa,2
Ranspach,1
Ranzo-S. Abbondio,1
Raon-l'Étape,2
Rapperswil SG,12
Raron,1
Rastatt,1
Ravensburg,2
Re,2
Realp,2
Realp DFB,1
Rebstein-Marbach,2
Rechtenstein,1
Reckingen VS,1
Reconvilier,1
Redon,1
Regensdorf-Watt,1
Reichenau (Baden),1
Reichenau-Tamins,8
Reichenbach im Kandertal,2
Reichenburg,6
Reichshoffen,2
Reiden,3
Reignier,4
Reims,12
Reims Maison Blanche,3
Reinach AG,1
Reinach AG Mitte,1
Reinach AG Nord,1
Rekingen AG,1
Remaufens,2
Remiremont,3
Renan BE,1
Renchen (D),1
Renens VD,14
"Renens VD, gare",1
Rennaz (Leysin),1
Rennes,3
Reppischhof,1
Rethel,2
Retournac,1
Reuchenette-Péry,2
Reutlingen,2
Reutlingen Hbf (D),1
Reverolle,1
Revigny,2
Revin,1
Rheineck,5
Rheinfelden,3
Rheinfelden (Baden),2
Rheinfelden Augarten,1
Rheinweiler,2
Rho,1
Rho Fiera Milano,2
Rhäzüns,6
Riazzino,2
Richterswil,4
Rickenbach-Attikon,3
Riddes,1
Riedholz,1
Riedlingen,2
Riedmatt SZ,2
Riedseltz,1
Riegel-Malterdingen,2
Riehen,1
Riehen Niederholz,1
Rietheim,2
Rietli,1
Riffelalp,1
Riffelberg,1
Rigi Kaltbad-First,2
Rigi Klösterli,1
Rigi Kulm,2
Rigi Staffel,2
Rigi Staffelhöhe,2
Rigi Wölfertschen-First,1
Rikon,2
Rilly-la-Montagne,1
Ringgenberg,2
Ringlikon,1
Ringoldingen,1
Ringsheim/Europa-Park,4
Riom - Châtel-Guyon,5
Rivaz,5
Rive-de-Gier,2
Rivera-Bironico,2
Rives,2
Rixheim,1
Roanne,5
Roche VD,3
Roche-lez-Beaupré,2
Rochers-de-Naye,1
Roches Grises,1
Rodels-Realta,4
Roeschwoog,1
Roggwil Buchägerten,1
Roggwil Dorf,1
Roggwil Schmitten,1
Roggwil-Berg,2
Roggwil-Wynau,1
Rognac,1
Rohrbach,2
Rohrbach (Pfalz),1
Rolle,1
Romanel-sur-Lausanne,1
Romans - Bourg-de-Péage,3
Romanshorn,8
Romanèche-Thorins,4
Rombas - Clouange,1
Romilly-sur-Seine,1
Romiti Felsentor,2
Romont FR,7
Ronchamp,2
Root D4,1
Roppenheim,1
Rorschach,8
Rorschach Hafen,2
Rorschach Stadt,4
Rosental,1
Rosheim,2
Rosières-aux-Salines,3
Rosshäusern,2
Rossinière,5
Rosé,1
Rotenboden,1
Rothau,1
Rothenbrunnen,4
Rothenburg Station,2
Rothenthurm,2
Rothrist,1
Rotkreuz,6
Rottenacker,2
Rottenburg (Neckar),2
Rottweil,1
Rouen-Rive-Droite,2
Rouffach,2
Rougemont,4
Rountzenheim,1
Route de Morgins,1
Royat - Chamalières,1
Rubigen,1
Ruderbach,1
Rudersberg,1
Rudersberg Nord,1
Rudersberg-Oberndorf,1
Rudolfstetten,1
Rudolfstetten Hofacker,1
Rueras,2
Rueun,3
Ruffey,1
Rully,1
Rumilly,3
Rupperswil,6
Russ-Hersbach,1
Russin,2
Rämismühle-Zell,2
Räterschen,3
Réaumont-St-Cassien,2
Réding,4
Régny,2
Rémilly,3
Rümikon AG,1
Rümlang,4
Rümlingen,1
Rüschlikon,4
Rüthi SG,1
Rüti GL,2
Rüti ZH,6
S-chanf,2
S. Antonino,2
S. Maria Maggiore,2
S. Nazzaro,1
S. Nicolao,1
Saales,1
Saanen,4
Saanenmöser,5
Saarbrücken Hbf,3
Saas im Prättigau,5
Sachseln,3
Safenwil,1
Sagliains,3
Saignelégier,1
Saillans,1
Sain-Bel,1
Saincaize,6
Sains du Nord,1
Saint-Agnan,1
Saint-Amand-les-Eaux,1
Saint-Amarin,1
Saint-Amour,3
Saint-André-de-Corcy,1
Saint-Avold,2
Saint-Avre-la-Chambre,4
Saint-Blaise-la-Roche - Poutay,1
Saint-Bonnet-de-Rochefort,1
Saint-Brieuc,1
Saint-Béron-la-Bridoire,1
Saint-Chamond,2
Saint-Clair - Les Roches,6
Saint-Claude,1
Saint-Clément - Laronxe,2
Saint-Dizier,7
Saint-Dié-des-Vosges,4
Saint-Egrève-Saint-Robert,2
Saint-Erme,1
Saint-Florent-sur-Cher,4
Saint-Florentin-Vergigny,2
Saint-Flour - Chaudes-Aigues,1
Saint-Fons,1
Saint-Georges-d'Aurac,2
Saint-Georges-de-Reneins,4
Saint-Germain-au-Mont-d'Or,7
Saint-Germain-des-Fossés,4
Saint-Gervais-les-Bains,1
Saint-Gilles Lycée Haut-Rhin,1
Saint-Hilaire-St-Nazaire,1
Saint-Jean-de-Losne,1
Saint-Jean-de-Maurienne-Arvan,5
Saint-Jodard,1
Saint-Julien - Clénay,1
Saint-Julien-du-Sault,6
Saint-Julien-en-Genevois,3
Saint-Laurent-en-Grandvaux,1
Saint-Lothain,2
Saint-Louis (Haut-Rhin),3
Saint-Louis la Chaussée,1
Saint-Léger-sur-Dheune,1
Saint-Marcel en Dombes,1
Saint-Maurice-de-Beynost,1
Saint-Michel-Valloire,4
Saint-Michel-sur-Meurthe,1
Saint-Nabord,2
Saint-Paul-de-Varax,1
Saint-Pierre-d'Albigny,4
Saint-Pierre-le-Moûtier,4
Saint-Priest,1
Saint-Péray,3
Saint-Quentin-Fallavier,1
Saint-Rambert-d'Albon,6
Saint-Romain-de-Popey,2
Saint-Romain-le-Puy,1
Saint-Sulpice-Laurière,1
Saint-Symphorien-de-Marmagne,1
Saint-Vallier sur Rhône,6
Saint-Victor - Thizy,2
Saint-Vincent le Château,1
Saint-Vit,2
Saint-Étienne Bellevue,2
Saint-Étienne Carnot,2
Saint-Étienne Châteaucreux,6
Saint-Étienne La Terrasse,2
Saint-Étienne Le Clapier,2
Sainte-Colombe,2
Saland,1
Salbris,2
Salem,2
Salez-Sennwald,1
Salgesch,1
Sallanches-Combloux-Megève,5
Salles-Courbatiers,1
Salvan,1
Samedan,6
Sammelplatz,1
Samstagern,3
Sandbüchel,1
Sangiano,1
Sanry-sur-Nied,2
Santenay les Bains,1
Sargans,9
Sarliève - Cournon,2
Sarnen,3
Sarnen Nord,2
Sarrebourg,4
Sarreguemines,2
Sathonay - Rillieux,1
Satigny,2
Sattel,2
Saulon,1
Saumur-Rive-Droite,2
Saverne,5
Saxon,1
Saône,1
Schaan-Vaduz,2
Schachen (Gais),1
Schachen (Herisau),2
Schachen LU,2
Schaffhausen,14
Schafhausen i.E.,2
Schaidt (Pfalz),1
Schallstadt,2
Schalunen,1
Scharnageln,1
Schelklingen,2
Schemmerberg,1
Scherwiller,2
Schiers,8
Schindellegi-Feusisberg,3
Schinznach Bad,2
Schirmeck - La Broque,1
Schlatt TG,1
Schlattingen,1
Schlechtbach (D),1
Schliengen,2
Schlieren,5
Schlins-Beschling,1
Schloss Laufen am Rheinfall,3
Schmerikon,4
Schmiechen,2
Schmitten FR,2
Schmitten GR Landwasserviadukt,1
Schopfheim,2
Schopfheim West,2
Schopfheim-Schlattholz,2
Schorndorf,1
Schorndorf-Hammerschlag,1
Schottikon,3
Schwanden GL,2
Schwarzenburg,1
Schwarzer Bären,2
Schwarzwasserbrücke,1
Schweighofen,1
Schweighouse-sur-Moder,2
Schwende,1
Schwendi bei Grindelwald,1
Schwendi bei Heiden,1
Schwenningen (Neckar),1
Schwerzenbach ZH,4
Schwieberdingen,1
Schwindratzheim,1
Schwyz,4
Schwäbis,1
Schwörstadt,2
Schynige Platte,1
Schänis,2
Schöfflisdorf-Oberweningen,1
Schöftland,1
Schöftland Nordweg,1
Schönbühl RBS,1
Schönbühl SBB,1
Schönbühl Shoppyland,1
Schönenwerd SO,7
Schönried,5
Schübelbach-Buttikon,5
Schüpfen,2
Schüpfheim,2
Schützengarten,2
Scuol-Tarasp,3
Sedan,3
Sedrun,2
Seebleiche,1
Seewis-Pardisla,8
Seftigen,2
Segnas,2
Selles-sur-Cher,2
Seltz,1
Selzach,1
Sembrancher,3
Sempach-Neuenkirch,3
Semsales,2
Sendy-Sollard,3
Sennecey-le-Grand,1
Sennhof-Kyburg,2
Senozan,1
Sens,6
Seon,1
Seon Nord,1
Sept-Saulx,5
Seregno,2
Sermizelles-Vézelay,1
Serocca,1
Servas - Lent,1
Servoz,1
Sessenheim,1
Sesto S. Giovanni,3
Seurre,1
Seuzach,2
Sevelen,1
Seyssel-Corbonod,3
Siebnen-Wangen,5
Siegershausen,2
Sierck-les-Bains,1
Sierentz,1
Sierre/Siders,3
Siggenthal-Würenlingen,2
Sigmaringen,4
Sigmaringendorf,3
Signau,1
Sihlau,2
Sihlwald,1
Simandre-sur-Suran,2
Singen (Hohentwiel),5
Singen (Htw) Industriegebiet,1
Singen (Htw)-Landesgartenschau,3
Sins,2
Sion,4
Sipplingen,1
Sirnach,3
Siselen-Finsterhennen,1
Sisikon,4
Sissach,3
Sitterdorf,1
Six-Fontaines,2
Solduno,1
Solduno S. Martino,1
Solothurn,8
Solothurn Allmend,1
Solothurn Baseltor,1
Solothurn Sternen,1
Solothurn West,2
Sommerau,1
Sonceboz-Sombeval,3
Sontheim-Brenz,1
Sonvilier,1
Sonzier,3
Sood-Oberleimbach,2
Sorengo,1
Sorengo Laghetto,1
Sorgues-Châteauneuf-du-Pape,5
Sorvilier,1
Soultz-sous-Forêts,1
Speicher,2
Spiez,13
Spinas,3
St Georgen(Schwarzw),3
St-Aignan-Noyers,2
St-Amand-Montrond,5
St-André-le-Gaz,5
St-Blaise CFF,2
St-Blaise-Lac,2
St-Cergue,1
St-Cergue Les Cheseaux,1
"St-Cergue, bif. La Chèvrerie",1
"St-Cergue, gare",1
St-Chamas,1
St-Chély-d'Apcher,1
St-Cyr-en-Val-La-Source,1
St-Denis-près-Martel,2
St-Geniès-de-Malgoirès,1
St-Georges-de-Commiers,2
St-Georges-de-Luzençon,1
St-Germain-du-Puy,2
St-Gervais-les-Bains-Le Fayet,5
St-Gingolph (Suisse),1
St-Imier,2
St-Légier-Gare,2
St-Légier-Village,2
St-Léonard,1
St-Marcellin (Isère),3
St-Martin-de-Crau,2
St-Martin-du-Mont,1
St-Maurice,7
St-Pierre-des-Corps,6
St-Pierre-en-Faucigny,4
St-Prex,3
St-Rambert-en-Bugey,1
St-Raphaël-Valescure,2
St-Rome-de-Cernon,1
St-Saphorin,5
St-Sulpice Tarn,1
St-Triphon-Gare,1
St-Ursanne,4
St. Erhard-Knutwil,2
St. Gallen,16
St. Gallen Birnbäumen,2
St. Gallen Bruggen,4
St. Gallen Güterbahnhof,2
St. Gallen Haggen,3
St. Gallen Marktplatz,2
St. Gallen Notkersegg,2
St. Gallen Riethüsli,2
St. Gallen Schülerhaus,2
St. Gallen Spisertor,2
St. Gallen St. Fiden,6
St. Gallen Winkeln,4
St. Katharinen,1
St. Katharinental,1
St. Margrethen SG,8
St. Moritz,9
St. Niklaus VS,2
St. Peter-Molinis,1
St. Stephan,2
St. Urban,1
St. Urban Ziegelei,1
Staad SG,4
Stabio,2
Staffelfelden,2
Stalden i.E.,2
Stalden-Saas,2
Stammheim,1
Stans,3
Stansstad,3
Ste-Croix,2
Ste-Cécile-d'Andorge,2
Steckborn,1
Steffisburg,3
Steg,1
Steigbach,1
Stein am Rhein,2
Stein-Säckingen,3
Steinach,1
Steinbourg,1
Steinebrunn,2
Steinegg,1
Steinen,2
Steinen (D),2
Steinerberg,2
Steinfeld(Pfalz),1
Steinhausen,1
Steinhausen Rigiblick,1
Steinibach,1
Steinmaur,1
Stephansfeld,1
Sternen bei Teufen,2
Stettbach,8
Stetten(Donau),1
Stettlen,1
Storzingen,2
Stoss AR,1
Strahlholz,1
Strasbourg,30
Strasbourg Roethig,3
Strassberg-Winterlingen,2
Studen BE,1
Stuttgart Hbf,2
Stäfa,2
Stöckli,2
Stühlingen,2
Suberg-Grossaffoltern,1
Sugiez,2
Sugnens,1
Suhr,2
Sulgen,4
Sumiswald-Grünen,2
Sumvitg-Cumpadials,3
Sur Roche,1
Sur-le-Buis,1
Surava,2
Surovas,2
Sursee,6
Sury-le-Comtal,1
Susch,3
Sutz,1
Sète,3
Sélestat,6
Sérézin,1
Sévérac-le-Château,1
TGV Haute-Picardie,3
Taconnaz,1
Tain-l'Hermitage - Tournon,6
Tann-Dürnten,1
Tannay,5
Tarare,3
Tassin,2
Tavanasa-Breil/Brigels,3
Tavannes,2
Taverne-Torricella,2
Tecknau,1
Tegna,2
Templeuve,1
Tenay-Hauteville,3
Tenero,4
Teningen-Mundingen,2
Ternate-Varano Borghi,1
Territet,2
Teting-sur-Nied,1
Teufen AR,2
Teufen AR Stofel,2
Teufenthal AG,1
Thalbrücke,1
Thalfingen(b Ulm),1
Thalheim-Altikon,1
Thalwil,6
Thann,1
Thann Centre,1
Thann Saint-Jacques,1
Thaon,3
Thayngen,4
Theillay,1
Thenissey,2
Thiaville,1
Thiers,1
Thionville,7
Thonon-les-Bains,3
Thun,14
Thurnen,2
Thusis,7
Thörishaus Dorf,2
Thörishaus Station,2
Tiefenbach DFB,1
Tiefencastel,5
Tieffenbach - Struth,1
Tiengen (Hochrhein),3
Tirano,3
Tisis (Feldkirch),1
Tobel-Affeltrangen,1
Toffen,2
Tonnerre,2
Torino Porta Nuova,1
Torino Porta Susa,1
Torpes - Boussières,2
Toul,6
Toulon,3
Toulouse-Matabiau,2
Tournemire-Roquefort,1
Tournus,2
Tours,2
Toveyre,1
Tracy Sancerre,2
Tramelan,1
Tramelan-Chalet,1
Tramelan-Dessous,1
Trasadingen,1
Travedona-Biandronno,1
Travers,2
Triberg,3
Triboltingen,1
Trier Hbf,1
Trimbach,1
Trin,3
Trogen,2
Trois Chênes,2
Troistorrents,1
Tronsanges,1
Trontano,2
Trossingen Bahnhof,1
Troyes,2
Trubschachen,2
Trun,3
Trélex,1
Trélex dépôt,1
"Trélex, dépôt",1
"Trélex, gare",1
Tschamut-Selva,1
Tuilerie,1
Tullins-Fures,2
Turbenthal,2
Turckheim,1
Turenne,1
Turgi,6
Turtmann,1
Tusinge,1
Tuttlingen,1
Tuttlingen Nord,1
Tuttlingen Zentrum,1
Twann,2
Tägerschen,1
Tägertschi,1
Tägerwilen Dorf,2
Tägerwilen-Gottlieben,1
Täsch,3
Täuffelen,1
Tübingen Hbf,2
Tübingen-Derendingen,1
Tüscherz,2
Uckange,3
Uerikon,2
Uetendorf,2
Uetendorf Allmend,2
Uetikon,3
Uetliberg,1
Uhldingen-Mühlhofen,2
Uitikon Waldegg,1
Ulm Hbf,5
Ulm Ost,1
Ulm-Donautal,1
Ulm-Söflingen,2
Ulrichen,1
Union-Prilly,1
Unterelchingen,1
Unterentfelden Oberdorf,1
Unterentfelden Post,1
Unterkochen,1
Unterkulm,1
Unterkulm Nord,1
Unterterzen,2
Untervaz-Trimmis,3
Unterzollikofen,1
Urdorf,3
Urdorf Weihermatt,3
Urmatt,1
Urnäsch,1
Urtenen,1
Urçay,2
Uster,7
Uttigen,1
Uttwil,1
Utzenstorf,2
Uznach,4
Uzwil,5
Vaihingen (Enz),1
Val-d'Illiez,1
Val-de-Vesle,5
Valence,12
Valence TGV Rhône-Alpes Sud,13
Valenciennes,1
Valendas-Sagogn,3
Valeyres-sous-Montagny,1
Valleiry,3
Valleroy - Moineville,1
Vallon-en-Sully,5
Vallorbe,4
Vallorcine (F),3
Valmont,1
Vandières,1
Vannes,2
Varangéville - Saint-Nicolas,5
Varennes-sur-Allier,2
Varese,2
Varzo,1
Vaudagne,1
Vauderens,4
Vaulruz-Sud,2
Vauzelles,1
Vayrac,1
Veauche - Saint-Galmier,1
Vechigen,1
Velars,2
Vendenheim,3
Vendeuvre,3
Vendlincourt,2
Venezia Mestre,1
Venezia S. Lucia,1
Verdasio,3
Verdun,3
Verigo,1
Vermenton,1
Vernaison,1
Vernand-Camarès,1
Vernayaz,1
Vernayaz MC,1
Vernier,2
Verona Porta Nuova,1
Verrey,2
Vers-l'Eglise,1
Versailles-Chantiers,5
Versam-Safien,2
Verschiez,1
Verscio,2
Versmont,1
Versoix,6
Vertaizon,1
Vesoul,2
Vevey,10
Vevey Vignerons,2
Veynes-Devoluy,4
Veytaux-Chillon,3
Viaduc-Ste-Marie,1
Vic-le-Comte,3
Vic-sur-Cère,3
Vicenza,1
Vichy,4
Vieilleville,1
Vienne,7
Vierzon,6
Vierzon-Forges,1
Viescamp-sous-Jallès,1
Vieux-Thann,1
Vieux-Thann Zone Industrielle,1
Vif,2
Vignory,3
Villars-Bozon,1
Villars-les-Dombes,1
Villars-sous-Mont,1
Villars-sur-Glâne,3
Villars-sur-Ollon,1
Villars-sur-Ollon Golf,1
Villaz-St-Pierre,3
Villefort,1
Villefranche-de-Rouergue,1
Villefranche-sur-Cher,2
Villefranche-sur-Saône,6
Villeneuve VD,4
Villeneuve-la-Guyard,6
Villeneuve-sur-Allier,3
Villeneuve-sur-Yonne,6
Villeret,1
Villereversure,2
Villette VD,4
Villingen (Schwarzw),3
Villingen-Sch. Eisstadion,1
Villingen-Sch. Hammerstatt,1
Villingen-Sch. Marbach Ost,1
Villingen-Sch. Marbach West,1
Villingen-Sch. Zollhaus,1
Villy,1
Vinay,1
Vincelles,1
Vincey,3
Vionnaz,1
Vions-Chanaz,1
Vireux-Molhain,1
Virieu-le-Grand-Belley,3
Virieu-sur-Bourbre,2
Visp,9
Vitrolles Aéroport Marseille,2
Vitry-le-François,9
Vittel,2
Vitznau,2
Viviers-du-Lac,1
Voiron,3
Volvic,1
Vonnas,1
Voreppe,2
Vorey,1
Vougeot - Gilly-lès-Cîteaux,1
Voujeaucourt,3
Vouvry,1
Vrigne-Meuse,1
Vuadens-Sud,2
Vuarennes,2
Vufflens-la-Ville,3
Vufflens-le-Château,1
Vuiteboeuf,2
Vénissieux,1
Vögelinsegg,2
Wabern bei Bern,3
Walbach - La Forge,1
Walbourg,1
Walchwil,1
Walchwil Hörndli,1
Wald ZH,1
Waldibrücke,1
Waldshut,5
Waldstatt,1
Walenstadt,2
Walheim,1
Walkringen,2
Wallisellen,5
Waltensburg/Vuorz,2
Walterswil-Striegel,1
Walygator parc,3
Walzenhausen,1
Wangen an der Aare,1
Wangen bei Olten,1
Warmesberg,1
Wartensee,1
Warthausen,1
Wasen i.E.,1
Wasserauen,1
Wasserburg (Bodensee),1
Wattwil,4
Wauwil,3
Weberei Matzingen,1
Wehr-Brennet,2
Weil am Rhein,3
Weil am Rhein Gartenstadt,1
Weil am Rhein Pfädlistrasse,1
Weil am Rhein-Ost,1
Weil im Schönbuch Röte,1
Weil im Schönbuch Troppel,1
Weil im Schönbuch Untere Halde,1
Weinfelden,11
Weissbad,1
Weissenbach,1
Weissenburg,1
Weizen,1
Welschingen-Neuhausen,3
Wengen,1
Wengernalp,1
Wengwald,1
Werthenstein,2
Wesserling,1
Wettingen,4
Wetzikon ZH,6
Weyersheim,2
Wichtrach,1
Widen Heinrüti,1
Wiedlisbach,1
Wien Hbf,1
Wienacht-Tobel,1
Wiesendangen,3
Wiesengrund,1
Wihr-au-Val - Soultzbach,1
Wil SG,10
Wila,2
Wilchingen-Hallau,1
Wildegg,4
Wilderswil,3
Wildpark-Höfli,2
Wilen bei Wollerau,2
Wiler,2
Willer-sur-Thur,1
Willisau,3
Wilwisheim,1
Wimmis,3
Winden (Pfalz),1
Wingen-sur-Moder,1
Winkel am Zürichsee,3
Winteregg,1
Winterthur,21
Winterthur Grüze,5
Winterthur Hegi,3
Winterthur Seen,2
Winterthur Töss,1
Winterthur Wallrüti,2
Winterthur Wülflingen,1
Wisches,1
Wissembourg,2
Wittenbach,2
Wohlen AG,5
Wohlen Fulenbach,1
Wohlen Oberdorf,1
Woippy,1
Wolfenschiessen,2
Wolhusen,4
Wolhusen Weid,2
Wollerau,2
Worb Dorf,1
Worb SBB,1
Worbboden,1
Worblaufen,3
Worms Hbf,1
Wutöschingen,2
Wyhlen,2
Wynigen,3
Wädenswil,6
Wängi,1
Wörth (Rhein),2
Wünnewil,1
Würenlos,1
Xertigny,1
Yens,1
Ytrac,1
Yverdon William Barbey,1
Yverdon-les-Bains,7
Yvonand,1
Zell (Wiesental),2
Zell LU,3
Zermatt,3
Zermatt Ferienhaus legendär,1
Zermatt GGB,1
Zernez,2
Zetzwil,1
Ziegelbrücke,7
Zihlbrücke,1
Zillisheim,1
Zimeysa,2
Zizers,3
Zofingen,8
Zollbrück,1
Zollikofen,5
Zollikon,3
Zornasco,1
Zufikon,1
Zufikon Belvédère,1
Zufikon Hammergut,1
Zug,12
Zug Casino,1
Zug Chollermüli,1
Zug Fridbach,1
Zug Oberwil,1
Zug Postplatz,1
Zug Schutzengel,1
Zuoz,2
Zweibrücken,1
Zweidlen,1
Zweilütschinen,2
Zweisimmen,7
Zwingen,1
Zäziwil,1
Zürchersmühle,1
Zürich Affoltern,2
Zürich Altstetten,14
Zürich Binz,1
Zürich Brunau,2
Zürich Enge,6
Zürich Flughafen,14
Zürich Friesenberg,1
Zürich Giesshübel,2
Zürich HB,45
Zürich Hardbrücke,11
Zürich Leimbach,2
Zürich Manegg,2
Zürich Oerlikon,16
Zürich Saalsporthalle,2
Zürich Schweighof,1
Zürich Seebach,2
Zürich Selnau,3
Zürich Stadelhofen,11
Zürich Tiefenbrunnen,4
Zürich Triemli,1
Zürich Wiedikon,5
Zürich Wipkingen,2
Zürich Wollishofen,4
Écully la Demi-Lune,2
Éloyes,2
Épernay,4
Épinal,6
Étain,3
Étalans,1
Étang-sur-Arroux,2
Étival-Clairefontaine,2
Überlingen,2
Überlingen Therme,2
Überlingen-Nussdorf,1
